1975: T1_OFF_SHIELD                                                    : T1.0 Shield
2345: T6_OFF_JESTERCANE_HELL@4                                         : T6.4 Leering Cane
2346: T7_OFF_JESTERCANE_HELL                                           : T7.0 Leering Cane
2347: T7_OFF_JESTERCANE_HELL@1                                         : T7.1 Leering Cane
2348: T7_OFF_JESTERCANE_HELL@2                                         : T7.2 Leering Cane
2349: T7_OFF_JESTERCANE_HELL@3                                         : T7.3 Leering Cane
2350: T7_OFF_JESTERCANE_HELL@4                                         : T7.4 Leering Cane
2351: T8_OFF_JESTERCANE_HELL                                           : T8.0 Leering Cane
2352: T8_OFF_JESTERCANE_HELL@1                                         : T8.1 Leering Cane
2353: T8_OFF_JESTERCANE_HELL@2                                         : T8.2 Leering Cane
2354: T8_OFF_JESTERCANE_HELL@3                                         : T8.3 Leering Cane
2355: T8_OFF_JESTERCANE_HELL@4                                         : T8.4 Leering Cane
2356: T2_CAPE                                                          : T2.0 Cape
2357: T3_CAPE                                                          : T3.0 Cape
2358: T4_CAPE                                                          : T4.0 Cape
2359: T4_CAPE@1                                                        : T4.1 Cape
2360: T4_CAPE@2                                                        : T4.2 Cape
2361: T4_CAPE@3                                                        : T4.3 Cape
2362: T4_CAPE@4                                                        : T4.4 Cape
2363: T5_CAPE                                                          : T5.0 Cape
2364: T5_CAPE@1                                                        : T5.1 Cape
2365: T5_CAPE@2                                                        : T5.2 Cape
2366: T5_CAPE@3                                                        : T5.3 Cape
2367: T5_CAPE@4                                                        : T5.4 Cape
2368: T6_CAPE                                                          : T6.0 Cape
2369: T6_CAPE@1                                                        : T6.1 Cape
2370: T6_CAPE@2                                                        : T6.2 Cape
2371: T6_CAPE@3                                                        : T6.3 Cape
2372: T6_CAPE@4                                                        : T6.4 Cape
2373: T7_CAPE                                                          : T7.0 Cape
2374: T7_CAPE@1                                                        : T7.1 Cape
2375: T7_CAPE@2                                                        : T7.2 Cape
2376: T7_CAPE@3                                                        : T7.3 Cape
2377: T7_CAPE@4                                                        : T7.4 Cape
2378: T8_CAPE                                                          : T8.0 Cape
2379: T8_CAPE@1                                                        : T8.1 Cape
2380: T8_CAPE@2                                                        : T8.2 Cape
2381: T8_CAPE@3                                                        : T8.3 Cape
2382: T8_CAPE@4                                                        : T8.4 Cape
2383: T4_CAPEITEM_FW_BRIDGEWATCH                                       : T4.0 Bridgewatch Cape
2384: T4_CAPEITEM_FW_BRIDGEWATCH@1                                     : T4.1 Bridgewatch Cape
2385: T4_CAPEITEM_FW_BRIDGEWATCH@2                                     : T4.2 Bridgewatch Cape
2386: T4_CAPEITEM_FW_BRIDGEWATCH@3                                     : T4.3 Bridgewatch Cape
2387: T4_CAPEITEM_FW_BRIDGEWATCH@4                                     : T4.4 Bridgewatch Cape
2388: T5_CAPEITEM_FW_BRIDGEWATCH                                       : T5.0 Bridgewatch Cape
2389: T5_CAPEITEM_FW_BRIDGEWATCH@1                                     : T5.1 Bridgewatch Cape
2390: T5_CAPEITEM_FW_BRIDGEWATCH@2                                     : T5.2 Bridgewatch Cape
2391: T5_CAPEITEM_FW_BRIDGEWATCH@3                                     : T5.3 Bridgewatch Cape
2392: T5_CAPEITEM_FW_BRIDGEWATCH@4                                     : T5.4 Bridgewatch Cape
2393: T6_CAPEITEM_FW_BRIDGEWATCH                                       : T6.0 Bridgewatch Cape
2394: T6_CAPEITEM_FW_BRIDGEWATCH@1                                     : T6.1 Bridgewatch Cape
2395: T6_CAPEITEM_FW_BRIDGEWATCH@2                                     : T6.2 Bridgewatch Cape
2396: T6_CAPEITEM_FW_BRIDGEWATCH@3                                     : T6.3 Bridgewatch Cape
2397: T6_CAPEITEM_FW_BRIDGEWATCH@4                                     : T6.4 Bridgewatch Cape
2398: T7_CAPEITEM_FW_BRIDGEWATCH                                       : T7.0 Bridgewatch Cape
2399: T7_CAPEITEM_FW_BRIDGEWATCH@1                                     : T7.1 Bridgewatch Cape
2400: T7_CAPEITEM_FW_BRIDGEWATCH@2                                     : T7.2 Bridgewatch Cape
2401: T7_CAPEITEM_FW_BRIDGEWATCH@3                                     : T7.3 Bridgewatch Cape
2402: T7_CAPEITEM_FW_BRIDGEWATCH@4                                     : T7.4 Bridgewatch Cape
2403: T8_CAPEITEM_FW_BRIDGEWATCH                                       : T8.0 Bridgewatch Cape
2404: T8_CAPEITEM_FW_BRIDGEWATCH@1                                     : T8.1 Bridgewatch Cape
2405: T8_CAPEITEM_FW_BRIDGEWATCH@2                                     : T8.2 Bridgewatch Cape
2406: T8_CAPEITEM_FW_BRIDGEWATCH@3                                     : T8.3 Bridgewatch Cape
2407: T8_CAPEITEM_FW_BRIDGEWATCH@4                                     : T8.4 Bridgewatch Cape
2408: T4_CAPEITEM_FW_FORTSTERLING                                      : T4.0 Fort Sterling Cape
2409: T4_CAPEITEM_FW_FORTSTERLING@1                                    : T4.1 Fort Sterling Cape
2410: T4_CAPEITEM_FW_FORTSTERLING@2                                    : T4.2 Fort Sterling Cape
2411: T4_CAPEITEM_FW_FORTSTERLING@3                                    : T4.3 Fort Sterling Cape
2412: T4_CAPEITEM_FW_FORTSTERLING@4                                    : T4.4 Fort Sterling Cape
2413: T5_CAPEITEM_FW_FORTSTERLING                                      : T5.0 Fort Sterling Cape
2414: T5_CAPEITEM_FW_FORTSTERLING@1                                    : T5.1 Fort Sterling Cape
2415: T5_CAPEITEM_FW_FORTSTERLING@2                                    : T5.2 Fort Sterling Cape
2416: T5_CAPEITEM_FW_FORTSTERLING@3                                    : T5.3 Fort Sterling Cape
2417: T5_CAPEITEM_FW_FORTSTERLING@4                                    : T5.4 Fort Sterling Cape
2418: T6_CAPEITEM_FW_FORTSTERLING                                      : T6.0 Fort Sterling Cape
2419: T6_CAPEITEM_FW_FORTSTERLING@1                                    : T6.1 Fort Sterling Cape
2420: T6_CAPEITEM_FW_FORTSTERLING@2                                    : T6.2 Fort Sterling Cape
2421: T6_CAPEITEM_FW_FORTSTERLING@3                                    : T6.3 Fort Sterling Cape
2422: T6_CAPEITEM_FW_FORTSTERLING@4                                    : T6.4 Fort Sterling Cape
2423: T7_CAPEITEM_FW_FORTSTERLING                                      : T7.0 Fort Sterling Cape
2424: T7_CAPEITEM_FW_FORTSTERLING@1                                    : T7.1 Fort Sterling Cape
2425: T7_CAPEITEM_FW_FORTSTERLING@2                                    : T7.2 Fort Sterling Cape
2426: T7_CAPEITEM_FW_FORTSTERLING@3                                    : T7.3 Fort Sterling Cape
2427: T7_CAPEITEM_FW_FORTSTERLING@4                                    : T7.4 Fort Sterling Cape
2428: T8_CAPEITEM_FW_FORTSTERLING                                      : T8.0 Fort Sterling Cape
2429: T8_CAPEITEM_FW_FORTSTERLING@1                                    : T8.1 Fort Sterling Cape
2430: T8_CAPEITEM_FW_FORTSTERLING@2                                    : T8.2 Fort Sterling Cape
2431: T8_CAPEITEM_FW_FORTSTERLING@3                                    : T8.3 Fort Sterling Cape
2432: T8_CAPEITEM_FW_FORTSTERLING@4                                    : T8.4 Fort Sterling Cape
2433: T4_CAPEITEM_FW_LYMHURST                                          : T4.0 Lymhurst Cape
2434: T4_CAPEITEM_FW_LYMHURST@1                                        : T4.1 Lymhurst Cape
2435: T4_CAPEITEM_FW_LYMHURST@2                                        : T4.2 Lymhurst Cape
2436: T4_CAPEITEM_FW_LYMHURST@3                                        : T4.3 Lymhurst Cape
2437: T4_CAPEITEM_FW_LYMHURST@4                                        : T4.4 Lymhurst Cape
2438: T5_CAPEITEM_FW_LYMHURST                                          : T5.0 Lymhurst Cape
2439: T5_CAPEITEM_FW_LYMHURST@1                                        : T5.1 Lymhurst Cape
2440: T5_CAPEITEM_FW_LYMHURST@2                                        : T5.2 Lymhurst Cape
2441: T5_CAPEITEM_FW_LYMHURST@3                                        : T5.3 Lymhurst Cape
2442: T5_CAPEITEM_FW_LYMHURST@4                                        : T5.4 Lymhurst Cape
2443: T6_CAPEITEM_FW_LYMHURST                                          : T6.0 Lymhurst Cape
2444: T6_CAPEITEM_FW_LYMHURST@1                                        : T6.1 Lymhurst Cape
2445: T6_CAPEITEM_FW_LYMHURST@2                                        : T6.2 Lymhurst Cape
2446: T6_CAPEITEM_FW_LYMHURST@3                                        : T6.3 Lymhurst Cape
2447: T6_CAPEITEM_FW_LYMHURST@4                                        : T6.4 Lymhurst Cape
2448: T7_CAPEITEM_FW_LYMHURST                                          : T7.0 Lymhurst Cape
2449: T7_CAPEITEM_FW_LYMHURST@1                                        : T7.1 Lymhurst Cape
2450: T7_CAPEITEM_FW_LYMHURST@2                                        : T7.2 Lymhurst Cape
2451: T7_CAPEITEM_FW_LYMHURST@3                                        : T7.3 Lymhurst Cape
2452: T7_CAPEITEM_FW_LYMHURST@4                                        : T7.4 Lymhurst Cape
2453: T8_CAPEITEM_FW_LYMHURST                                          : T8.0 Lymhurst Cape
2454: T8_CAPEITEM_FW_LYMHURST@1                                        : T8.1 Lymhurst Cape
2455: T8_CAPEITEM_FW_LYMHURST@2                                        : T8.2 Lymhurst Cape
2456: T8_CAPEITEM_FW_LYMHURST@3                                        : T8.3 Lymhurst Cape
2457: T8_CAPEITEM_FW_LYMHURST@4                                        : T8.4 Lymhurst Cape
2458: T4_CAPEITEM_FW_MARTLOCK                                          : T4.0 Martlock Cape
2459: T4_CAPEITEM_FW_MARTLOCK@1                                        : T4.1 Martlock Cape
2460: T4_CAPEITEM_FW_MARTLOCK@2                                        : T4.2 Martlock Cape
2461: T4_CAPEITEM_FW_MARTLOCK@3                                        : T4.3 Martlock Cape
2462: T4_CAPEITEM_FW_MARTLOCK@4                                        : T4.4 Martlock Cape
2463: T5_CAPEITEM_FW_MARTLOCK                                          : T5.0 Martlock Cape
2464: T5_CAPEITEM_FW_MARTLOCK@1                                        : T5.1 Martlock Cape
2465: T5_CAPEITEM_FW_MARTLOCK@2                                        : T5.2 Martlock Cape
2466: T5_CAPEITEM_FW_MARTLOCK@3                                        : T5.3 Martlock Cape
2467: T5_CAPEITEM_FW_MARTLOCK@4                                        : T5.4 Martlock Cape
